invoice_id,order_id,customer_id,invoice_number,invoice_date,due_date,paid_date,amount_due,tax_amount,discount_amount,late_fee_charged,amount_paid,payment_status,payment_method,credit_terms,billing_currency,fiscal_year,fiscal_period,internal_gl_code,billing_address_id,is_disputed
INV-0995988-8183,ORD-0995988-CE78,CUST-235828-32E7,INV-2026-995988,2024-11-24 06:38:10,2024-12-24 06:38:10,2024-12-04 06:38:10,97.96,7.84,0.00,0.00,105.8,Paid,ACH,Net 30,USD,2024,11,GL-REV-995988,ADDR-995988,FALSE
INV-0995989-25EB,ORD-0995989-B937,CUST-238314-3885,INV-2026-995989,2024-11-24 02:10:48,2024-12-24 02:10:48,2024-12-04 02:10:48,406.0,32.48,0.00,0.00,438.48,Paid,ACH,Net 30,USD,2024,11,GL-REV-995989,ADDR-995989,FALSE
INV-0995990-A1D9,ORD-0995990-44C4,CUST-148062-049F,INV-2026-995990,2024-09-16 05:03:40,2024-10-16 05:03:40,2024-09-26 05:03:40,783.94,62.72,0.00,0.00,846.66,Paid,ACH,Net 30,USD,2024,09,GL-REV-995990,ADDR-995990,FALSE
INV-0995991-A30B,ORD-0995991-F25F,CUST-316868-98A9,INV-2026-995991,2025-11-16 23:36:01,2025-12-16 23:36:01,,664.95,53.2,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,11,GL-REV-995991,ADDR-995991,FALSE
INV-0995992-E5F3,ORD-0995992-6555,CUST-185736-72C9,INV-2026-995992,2025-05-17 06:38:38,2025-06-16 06:38:38,2025-05-27 06:38:38,149.11,11.93,0.00,0.00,161.04,Paid,ACH,Net 30,USD,2025,05,GL-REV-995992,ADDR-995992,FALSE
INV-0995993-B826,ORD-0995993-6182,CUST-274698-A6DA,INV-2026-995993,2025-11-22 01:19:02,2025-12-22 01:19:02,,1067.31,85.38,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,11,GL-REV-995993,ADDR-995993,FALSE
INV-0995994-04BB,ORD-0995994-106C,CUST-492197-E0A2,INV-2026-995994,2024-07-08 16:30:42,2024-08-07 16:30:42,2024-07-18 16:30:42,1401.43,112.11,0.00,0.00,1513.54,Paid,ACH,Net 30,USD,2024,07,GL-REV-995994,ADDR-995994,FALSE
INV-0995995-A196,ORD-0995995-3E7D,CUST-250054-C147,INV-2026-995995,2025-04-19 06:06:01,2025-05-19 06:06:01,2025-04-29 06:06:01,1001.97,80.16,0.00,0.00,1082.13,Paid,ACH,Net 30,USD,2025,04,GL-REV-995995,ADDR-995995,FALSE
INV-0995996-F76F,ORD-0995996-DEC1,CUST-272339-CB0A,INV-2026-995996,2025-05-23 00:44:29,2025-06-22 00:44:29,2025-06-02 00:44:29,1369.91,109.59,0.00,0.00,1479.5,Paid,ACH,Net 30,USD,2025,05,GL-REV-995996,ADDR-995996,FALSE
INV-0995997-48FB,ORD-0995997-0433,CUST-214639-432F,INV-2026-995997,2026-06-16 04:06:32,2026-07-16 04:06:32,,367.87,29.43,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2026,06,GL-REV-995997,ADDR-995997,FALSE
INV-0995998-64A8,ORD-0995998-D350,CUST-206618-7463,INV-2026-995998,2026-03-17 18:28:04,2026-04-16 18:28:04,2026-03-27 18:28:04,944.74,75.58,0.00,0.00,1020.32,Paid,ACH,Net 30,USD,2026,03,GL-REV-995998,ADDR-995998,FALSE
INV-0995999-E0F0,ORD-0995999-D864,CUST-328003-386C,INV-2026-995999,2025-10-22 22:45:59,2025-11-21 22:45:59,2025-11-01 22:45:59,532.91,42.63,0.00,0.00,575.54,Paid,ACH,Net 30,USD,2025,10,GL-REV-995999,ADDR-995999,FALSE
INV-0996000-7A6B,ORD-0996000-BAE0,CUST-499092-72C2,INV-2026-996000,2024-07-25 13:36:16,2024-08-24 13:36:16,,1413.77,113.1,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,07,GL-REV-996000,ADDR-996000,FALSE
INV-0996001-0598,ORD-0996001-7792,CUST-026250-605C,INV-2026-996001,2025-11-08 13:23:04,2025-12-08 13:23:04,2025-11-18 13:23:04,1080.02,86.4,0.00,0.00,1166.42,Paid,ACH,Net 30,USD,2025,11,GL-REV-996001,ADDR-996001,FALSE
INV-0996002-6B2A,ORD-0996002-AE25,CUST-111978-03A7,INV-2026-996002,2024-12-13 02:28:37,2025-01-12 02:28:37,2024-12-23 02:28:37,1174.13,93.93,0.00,0.00,1268.06,Paid,ACH,Net 30,USD,2024,12,GL-REV-996002,ADDR-996002,FALSE
INV-0996003-5105,ORD-0996003-B894,CUST-470736-6E3E,INV-2026-996003,2025-08-17 11:11:49,2025-09-16 11:11:49,2025-08-27 11:11:49,745.42,59.63,0.00,0.00,805.05,Paid,ACH,Net 30,USD,2025,08,GL-REV-996003,ADDR-996003,FALSE
INV-0996004-4101,ORD-0996004-FCE0,CUST-190860-C2F0,INV-2026-996004,2025-03-02 11:48:17,2025-04-01 11:48:17,2025-03-12 11:48:17,384.4,30.75,0.00,0.00,415.15,Paid,ACH,Net 30,USD,2025,03,GL-REV-996004,ADDR-996004,FALSE
INV-0996005-5CCD,ORD-0996005-EAB0,CUST-215420-4E7B,INV-2026-996005,2026-01-24 09:35:48,2026-02-23 09:35:48,,627.38,50.19,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2026,01,GL-REV-996005,ADDR-996005,FALSE
INV-0996006-E0E8,ORD-0996006-AAF5,CUST-228617-30F4,INV-2026-996006,2025-08-19 14:58:10,2025-09-18 14:58:10,,946.83,75.75,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,08,GL-REV-996006,ADDR-996006,FALSE
INV-0996007-EB7C,ORD-0996007-7657,CUST-053910-3442,INV-2026-996007,2025-09-22 07:30:57,2025-10-22 07:30:57,,492.54,39.4,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,09,GL-REV-996007,ADDR-996007,FALSE
INV-0996008-9529,ORD-0996008-6F45,CUST-250361-AC37,INV-2026-996008,2024-12-04 02:05:22,2025-01-03 02:05:22,,314.19,25.14,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,12,GL-REV-996008,ADDR-996008,FALSE
INV-0996009-3001,ORD-0996009-4846,CUST-421358-77D7,INV-2026-996009,2025-09-18 14:50:07,2025-10-18 14:50:07,,740.26,59.22,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,09,GL-REV-996009,ADDR-996009,FALSE
INV-0996010-C07F,ORD-0996010-5A4D,CUST-076475-D436,INV-2026-996010,2025-09-01 14:53:30,2025-10-01 14:53:30,,1318.31,105.46,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,09,GL-REV-996010,ADDR-996010,FALSE
INV-0996011-AC40,ORD-0996011-BED9,CUST-048652-104C,INV-2026-996011,2026-04-04 04:08:12,2026-05-04 04:08:12,2026-04-14 04:08:12,557.13,44.57,0.00,0.00,601.7,Paid,ACH,Net 30,USD,2026,04,GL-REV-996011,ADDR-996011,FALSE
INV-0996012-DC27,ORD-0996012-912B,CUST-297570-09E9,INV-2026-996012,2025-07-02 16:38:18,2025-08-01 16:38:18,2025-07-12 16:38:18,933.55,74.68,0.00,0.00,1008.23,Paid,ACH,Net 30,USD,2025,07,GL-REV-996012,ADDR-996012,FALSE
INV-0996013-5283,ORD-0996013-1C45,CUST-453022-9170,INV-2026-996013,2024-12-11 00:50:04,2025-01-10 00:50:04,2024-12-21 00:50:04,1232.96,98.64,0.00,0.00,1331.6,Paid,ACH,Net 30,USD,2024,12,GL-REV-996013,ADDR-996013,FALSE
INV-0996014-E266,ORD-0996014-B503,CUST-216156-A7FE,INV-2026-996014,2026-02-10 19:17:51,2026-03-12 19:17:51,2026-02-20 19:17:51,1352.1,108.17,0.00,0.00,1460.27,Paid,ACH,Net 30,USD,2026,02,GL-REV-996014,ADDR-996014,FALSE
INV-0996015-AB04,ORD-0996015-2392,CUST-439657-6EC0,INV-2026-996015,2024-10-04 23:41:52,2024-11-03 23:41:52,,203.23,16.26,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,10,GL-REV-996015,ADDR-996015,FALSE
INV-0996016-D324,ORD-0996016-CE48,CUST-140858-4E50,INV-2026-996016,2024-08-02 16:42:59,2024-09-01 16:42:59,,249.19,19.94,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,08,GL-REV-996016,ADDR-996016,FALSE
INV-0996017-49DE,ORD-0996017-9E76,CUST-092366-5396,INV-2026-996017,2025-05-08 21:08:17,2025-06-07 21:08:17,2025-05-18 21:08:17,335.95,26.88,0.00,0.00,362.83,Paid,ACH,Net 30,USD,2025,05,GL-REV-996017,ADDR-996017,FALSE
INV-0996018-370D,ORD-0996018-3DCF,CUST-184856-7F04,INV-2026-996018,2025-01-11 09:14:49,2025-02-10 09:14:49,2025-01-21 09:14:49,555.39,44.43,0.00,0.00,599.82,Paid,ACH,Net 30,USD,2025,01,GL-REV-996018,ADDR-996018,FALSE
INV-0996019-CB0C,ORD-0996019-B90B,CUST-392371-2608,INV-2026-996019,2025-11-18 09:03:13,2025-12-18 09:03:13,2025-11-28 09:03:13,709.83,56.79,0.00,0.00,766.62,Paid,ACH,Net 30,USD,2025,11,GL-REV-996019,ADDR-996019,FALSE
INV-0996020-5ECE,ORD-0996020-7C0E,CUST-254371-1354,INV-2026-996020,2025-07-04 00:47:49,2025-08-03 00:47:49,2025-07-14 00:47:49,1110.97,88.88,0.00,0.00,1199.85,Paid,ACH,Net 30,USD,2025,07,GL-REV-996020,ADDR-996020,FALSE
INV-0996021-693B,ORD-0996021-EFEE,CUST-251412-0370,INV-2026-996021,2025-02-07 17:26:18,2025-03-09 17:26:18,,1000.68,80.05,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,02,GL-REV-996021,ADDR-996021,FALSE
INV-0996022-396A,ORD-0996022-0258,CUST-413006-E7CB,INV-2026-996022,2025-06-06 14:29:30,2025-07-06 14:29:30,,913.19,73.06,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,06,GL-REV-996022,ADDR-996022,FALSE
INV-0996023-5A5C,ORD-0996023-2BB8,CUST-409253-639A,INV-2026-996023,2025-06-21 12:05:04,2025-07-21 12:05:04,,1334.68,106.77,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,06,GL-REV-996023,ADDR-996023,FALSE
INV-0996024-CAF1,ORD-0996024-FD27,CUST-079067-1DD8,INV-2026-996024,2025-05-23 09:11:05,2025-06-22 09:11:05,2025-06-02 09:11:05,1489.57,119.17,0.00,0.00,1608.74,Paid,ACH,Net 30,USD,2025,05,GL-REV-996024,ADDR-996024,FALSE
INV-0996025-C21F,ORD-0996025-200E,CUST-487764-4AE3,INV-2026-996025,2025-05-19 09:33:13,2025-06-18 09:33:13,2025-05-29 09:33:13,508.77,40.7,0.00,0.00,549.47,Paid,ACH,Net 30,USD,2025,05,GL-REV-996025,ADDR-996025,FALSE
INV-0996026-77D6,ORD-0996026-5870,CUST-275015-6CF1,INV-2026-996026,2025-10-18 18:01:32,2025-11-17 18:01:32,,484.2,38.74,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,10,GL-REV-996026,ADDR-996026,FALSE
INV-0996027-1314,ORD-0996027-6A44,CUST-079278-138F,INV-2026-996027,2024-12-04 22:08:08,2025-01-03 22:08:08,2024-12-14 22:08:08,940.4,75.23,0.00,0.00,1015.63,Paid,ACH,Net 30,USD,2024,12,GL-REV-996027,ADDR-996027,FALSE
INV-0996028-5216,ORD-0996028-6E30,CUST-407721-A9C2,INV-2026-996028,2025-03-12 17:38:35,2025-04-11 17:38:35,,154.98,12.4,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,03,GL-REV-996028,ADDR-996028,FALSE
INV-0996029-085E,ORD-0996029-4958,CUST-154125-D114,INV-2026-996029,2025-02-26 04:04:15,2025-03-28 04:04:15,2025-03-08 04:04:15,758.57,60.69,0.00,0.00,819.26,Paid,ACH,Net 30,USD,2025,02,GL-REV-996029,ADDR-996029,FALSE
INV-0996030-BB99,ORD-0996030-887D,CUST-169965-E390,INV-2026-996030,2026-04-03 17:17:05,2026-05-03 17:17:05,2026-04-13 17:17:05,401.98,32.16,0.00,0.00,434.14,Paid,ACH,Net 30,USD,2026,04,GL-REV-996030,ADDR-996030,FALSE
INV-0996031-37E3,ORD-0996031-F978,CUST-270450-3F1C,INV-2026-996031,2025-05-25 18:37:36,2025-06-24 18:37:36,2025-06-04 18:37:36,939.85,75.19,0.00,0.00,1015.04,Paid,ACH,Net 30,USD,2025,05,GL-REV-996031,ADDR-996031,FALSE
INV-0996032-CDF9,ORD-0996032-45E6,CUST-362856-0346,INV-2026-996032,2024-08-16 08:30:45,2024-09-15 08:30:45,,504.26,40.34,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,08,GL-REV-996032,ADDR-996032,FALSE
INV-0996033-34D6,ORD-0996033-3062,CUST-459999-7F32,INV-2026-996033,2024-09-10 02:15:14,2024-10-10 02:15:14,2024-09-20 02:15:14,1357.26,108.58,0.00,0.00,1465.84,Paid,ACH,Net 30,USD,2024,09,GL-REV-996033,ADDR-996033,FALSE
INV-0996034-C1F6,ORD-0996034-8998,CUST-053388-26BC,INV-2026-996034,2025-09-04 12:26:08,2025-10-04 12:26:08,2025-09-14 12:26:08,1059.55,84.76,0.00,0.00,1144.31,Paid,ACH,Net 30,USD,2025,09,GL-REV-996034,ADDR-996034,FALSE
INV-0996035-F80B,ORD-0996035-BD34,CUST-349581-1238,INV-2026-996035,2025-09-13 14:48:45,2025-10-13 14:48:45,2025-09-23 14:48:45,119.99,9.6,0.00,0.00,129.59,Paid,ACH,Net 30,USD,2025,09,GL-REV-996035,ADDR-996035,FALSE
INV-0996036-FFDB,ORD-0996036-AC69,CUST-110677-BC19,INV-2026-996036,2024-09-14 16:17:02,2024-10-14 16:17:02,,547.67,43.81,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,09,GL-REV-996036,ADDR-996036,FALSE
INV-0996037-F3CB,ORD-0996037-77BB,CUST-347144-A254,INV-2026-996037,2024-12-24 21:16:02,2025-01-23 21:16:02,2025-01-03 21:16:02,433.25,34.66,0.00,0.00,467.91,Paid,ACH,Net 30,USD,2024,12,GL-REV-996037,ADDR-996037,FALSE
INV-0996038-945B,ORD-0996038-2056,CUST-415901-69C8,INV-2026-996038,2026-05-12 12:24:46,2026-06-11 12:24:46,,629.58,50.37,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2026,05,GL-REV-996038,ADDR-996038,FALSE
INV-0996039-BCC2,ORD-0996039-1365,CUST-103670-D15D,INV-2026-996039,2025-06-05 22:12:15,2025-07-05 22:12:15,,304.16,24.33,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,06,GL-REV-996039,ADDR-996039,FALSE
INV-0996040-EBFF,ORD-0996040-FF41,CUST-172187-420E,INV-2026-996040,2024-10-28 11:16:43,2024-11-27 11:16:43,,569.45,45.56,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,10,GL-REV-996040,ADDR-996040,FALSE
INV-0996041-33C1,ORD-0996041-4D91,CUST-289578-39FE,INV-2026-996041,2024-08-14 12:38:07,2024-09-13 12:38:07,,663.4,53.07,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,08,GL-REV-996041,ADDR-996041,FALSE
INV-0996042-309C,ORD-0996042-0CA4,CUST-044843-84AD,INV-2026-996042,2025-09-06 11:16:38,2025-10-06 11:16:38,2025-09-16 11:16:38,222.69,17.82,0.00,0.00,240.51,Paid,ACH,Net 30,USD,2025,09,GL-REV-996042,ADDR-996042,FALSE
INV-0996043-A915,ORD-0996043-10D7,CUST-136954-A94E,INV-2026-996043,2026-06-05 14:37:21,2026-07-05 14:37:21,,282.68,22.61,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2026,06,GL-REV-996043,ADDR-996043,FALSE
INV-0996044-4807,ORD-0996044-E499,CUST-205581-5F6E,INV-2026-996044,2025-02-02 02:16:59,2025-03-04 02:16:59,,1109.16,88.73,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,02,GL-REV-996044,ADDR-996044,FALSE
INV-0996045-4D14,ORD-0996045-7A8C,CUST-416964-9321,INV-2026-996045,2025-05-15 16:57:48,2025-06-14 16:57:48,2025-05-25 16:57:48,1351.36,108.11,0.00,0.00,1459.47,Paid,ACH,Net 30,USD,2025,05,GL-REV-996045,ADDR-996045,FALSE
INV-0996046-BD89,ORD-0996046-8B10,CUST-029564-23A7,INV-2026-996046,2026-01-11 20:48:43,2026-02-10 20:48:43,2026-01-21 20:48:43,994.54,79.56,0.00,0.00,1074.1,Paid,ACH,Net 30,USD,2026,01,GL-REV-996046,ADDR-996046,FALSE
INV-0996047-400F,ORD-0996047-D66C,CUST-409542-B30C,INV-2026-996047,2025-09-30 20:34:03,2025-10-30 20:34:03,,303.52,24.28,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,09,GL-REV-996047,ADDR-996047,FALSE
INV-0996048-0B1E,ORD-0996048-2496,CUST-430173-7D07,INV-2026-996048,2024-12-31 11:47:22,2025-01-30 11:47:22,,328.32,26.27,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,12,GL-REV-996048,ADDR-996048,FALSE
INV-0996049-E917,ORD-0996049-36B4,CUST-130954-9922,INV-2026-996049,2024-11-05 14:19:04,2024-12-05 14:19:04,2024-11-15 14:19:04,255.91,20.47,0.00,0.00,276.38,Paid,ACH,Net 30,USD,2024,11,GL-REV-996049,ADDR-996049,FALSE
INV-0996050-456A,ORD-0996050-51F7,CUST-070017-E2D1,INV-2026-996050,2024-10-18 18:52:02,2024-11-17 18:52:02,2024-10-28 18:52:02,841.39,67.31,0.00,0.00,908.7,Paid,ACH,Net 30,USD,2024,10,GL-REV-996050,ADDR-996050,FALSE
INV-0996051-A863,ORD-0996051-ED54,CUST-458049-6A13,INV-2026-996051,2025-05-13 20:58:10,2025-06-12 20:58:10,2025-05-23 20:58:10,610.51,48.84,0.00,0.00,659.35,Paid,ACH,Net 30,USD,2025,05,GL-REV-996051,ADDR-996051,FALSE
INV-0996052-6EAE,ORD-0996052-75D5,CUST-322582-9C49,INV-2026-996052,2025-05-07 06:59:54,2025-06-06 06:59:54,2025-05-17 06:59:54,421.13,33.69,0.00,0.00,454.82,Paid,ACH,Net 30,USD,2025,05,GL-REV-996052,ADDR-996052,FALSE
INV-0996053-8375,ORD-0996053-F073,CUST-198669-16E2,INV-2026-996053,2024-09-25 18:50:50,2024-10-25 18:50:50,,1074.17,85.93,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,09,GL-REV-996053,ADDR-996053,FALSE
INV-0996054-3D6E,ORD-0996054-3BB1,CUST-233636-D35E,INV-2026-996054,2025-01-24 14:17:27,2025-02-23 14:17:27,,1267.64,101.41,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,01,GL-REV-996054,ADDR-996054,FALSE
INV-0996055-FFCD,ORD-0996055-1135,CUST-118115-84AF,INV-2026-996055,2025-10-14 20:11:16,2025-11-13 20:11:16,,1015.99,81.28,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,10,GL-REV-996055,ADDR-996055,FALSE
INV-0996056-44ED,ORD-0996056-CEE8,CUST-165843-715B,INV-2026-996056,2025-01-02 23:03:07,2025-02-01 23:03:07,2025-01-12 23:03:07,579.39,46.35,0.00,0.00,625.74,Paid,ACH,Net 30,USD,2025,01,GL-REV-996056,ADDR-996056,FALSE
INV-0996057-F3DC,ORD-0996057-BFA0,CUST-048559-896B,INV-2026-996057,2024-07-26 04:15:49,2024-08-25 04:15:49,2024-08-05 04:15:49,1199.18,95.93,0.00,0.00,1295.11,Paid,ACH,Net 30,USD,2024,07,GL-REV-996057,ADDR-996057,FALSE
INV-0996058-813C,ORD-0996058-8104,CUST-140172-F23A,INV-2026-996058,2026-04-24 16:18:22,2026-05-24 16:18:22,,342.27,27.38,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2026,04,GL-REV-996058,ADDR-996058,FALSE
INV-0996059-574C,ORD-0996059-529D,CUST-326845-C466,INV-2026-996059,2025-05-29 15:44:51,2025-06-28 15:44:51,2025-06-08 15:44:51,1365.87,109.27,0.00,0.00,1475.14,Paid,ACH,Net 30,USD,2025,05,GL-REV-996059,ADDR-996059,FALSE
INV-0996060-AD6D,ORD-0996060-AA8F,CUST-396377-FC20,INV-2026-996060,2025-06-09 10:58:32,2025-07-09 10:58:32,,409.34,32.75,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,06,GL-REV-996060,ADDR-996060,FALSE
INV-0996061-97F0,ORD-0996061-0694,CUST-439031-EAF2,INV-2026-996061,2024-12-29 21:14:25,2025-01-28 21:14:25,,941.4,75.31,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,12,GL-REV-996061,ADDR-996061,FALSE
INV-0996062-472D,ORD-0996062-F8E7,CUST-384871-F641,INV-2026-996062,2025-08-31 11:04:33,2025-09-30 11:04:33,,543.97,43.52,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,08,GL-REV-996062,ADDR-996062,FALSE
INV-0996063-10A1,ORD-0996063-9BCB,CUST-250325-689D,INV-2026-996063,2024-09-29 17:52:29,2024-10-29 17:52:29,2024-10-09 17:52:29,1072.58,85.81,0.00,0.00,1158.39,Paid,ACH,Net 30,USD,2024,09,GL-REV-996063,ADDR-996063,FALSE
INV-0996064-22C0,ORD-0996064-1CE9,CUST-281203-36D3,INV-2026-996064,2025-07-31 20:33:10,2025-08-30 20:33:10,,1197.36,95.79,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,07,GL-REV-996064,ADDR-996064,FALSE
INV-0996065-F332,ORD-0996065-6A2B,CUST-193617-7717,INV-2026-996065,2024-07-29 05:20:41,2024-08-28 05:20:41,,739.72,59.18,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,07,GL-REV-996065,ADDR-996065,FALSE
INV-0996066-2416,ORD-0996066-760B,CUST-307944-65C3,INV-2026-996066,2026-06-19 09:24:10,2026-07-19 09:24:10,,519.71,41.58,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2026,06,GL-REV-996066,ADDR-996066,FALSE
INV-0996067-696A,ORD-0996067-D853,CUST-055626-5D3D,INV-2026-996067,2025-06-25 18:20:43,2025-07-25 18:20:43,,1197.94,95.84,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,06,GL-REV-996067,ADDR-996067,FALSE
INV-0996068-99A0,ORD-0996068-A46B,CUST-406190-BD03,INV-2026-996068,2025-03-30 13:06:11,2025-04-29 13:06:11,,636.43,50.91,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,03,GL-REV-996068,ADDR-996068,FALSE
INV-0996069-3C42,ORD-0996069-48B1,CUST-447515-CEC9,INV-2026-996069,2025-05-20 02:28:06,2025-06-19 02:28:06,2025-05-30 02:28:06,478.51,38.28,0.00,0.00,516.79,Paid,ACH,Net 30,USD,2025,05,GL-REV-996069,ADDR-996069,FALSE
INV-0996070-DDA6,ORD-0996070-BA6C,CUST-044523-F1F6,INV-2026-996070,2026-06-10 15:15:54,2026-07-10 15:15:54,2026-06-20 15:15:54,767.4,61.39,0.00,0.00,828.79,Paid,ACH,Net 30,USD,2026,06,GL-REV-996070,ADDR-996070,FALSE
INV-0996071-67A1,ORD-0996071-C073,CUST-167238-C2B3,INV-2026-996071,2024-06-28 13:08:41,2024-07-28 13:08:41,2024-07-08 13:08:41,689.88,55.19,0.00,0.00,745.07,Paid,ACH,Net 30,USD,2024,06,GL-REV-996071,ADDR-996071,FALSE
INV-0996072-AA82,ORD-0996072-3E62,CUST-212637-7F6A,INV-2026-996072,2025-03-17 18:21:15,2025-04-16 18:21:15,2025-03-27 18:21:15,216.44,17.32,0.00,0.00,233.76,Paid,ACH,Net 30,USD,2025,03,GL-REV-996072,ADDR-996072,FALSE
INV-0996073-5442,ORD-0996073-75B2,CUST-065715-F591,INV-2026-996073,2025-11-19 02:41:42,2025-12-19 02:41:42,,372.23,29.78,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,11,GL-REV-996073,ADDR-996073,FALSE
INV-0996074-F4A0,ORD-0996074-0A46,CUST-005863-4722,INV-2026-996074,2025-01-26 02:24:40,2025-02-25 02:24:40,2025-02-05 02:24:40,1400.93,112.07,0.00,0.00,1513.0,Paid,ACH,Net 30,USD,2025,01,GL-REV-996074,ADDR-996074,FALSE
INV-0996075-88C8,ORD-0996075-C35A,CUST-361801-1D83,INV-2026-996075,2024-12-29 00:27:53,2025-01-28 00:27:53,,1468.26,117.46,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,12,GL-REV-996075,ADDR-996075,FALSE
INV-0996076-A7E2,ORD-0996076-7531,CUST-416581-8CA4,INV-2026-996076,2026-02-13 14:07:21,2026-03-15 14:07:21,,143.32,11.47,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2026,02,GL-REV-996076,ADDR-996076,FALSE
INV-0996077-8A71,ORD-0996077-8D23,CUST-436296-C3F6,INV-2026-996077,2026-06-02 18:16:03,2026-07-02 18:16:03,2026-06-12 18:16:03,1485.12,118.81,0.00,0.00,1603.93,Paid,ACH,Net 30,USD,2026,06,GL-REV-996077,ADDR-996077,FALSE
INV-0996078-8913,ORD-0996078-BCB0,CUST-300590-9DCD,INV-2026-996078,2026-02-28 21:57:39,2026-03-30 21:57:39,2026-03-10 21:57:39,576.83,46.15,0.00,0.00,622.98,Paid,ACH,Net 30,USD,2026,02,GL-REV-996078,ADDR-996078,FALSE
INV-0996079-4FC7,ORD-0996079-B1EA,CUST-350919-8B62,INV-2026-996079,2025-11-23 10:26:06,2025-12-23 10:26:06,2025-12-03 10:26:06,866.04,69.28,0.00,0.00,935.32,Paid,ACH,Net 30,USD,2025,11,GL-REV-996079,ADDR-996079,FALSE
INV-0996080-0111,ORD-0996080-4B63,CUST-015311-E3D3,INV-2026-996080,2025-01-02 14:53:20,2025-02-01 14:53:20,,1466.06,117.28,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,01,GL-REV-996080,ADDR-996080,FALSE
INV-0996081-B9B3,ORD-0996081-533A,CUST-144819-3039,INV-2026-996081,2026-05-09 11:33:01,2026-06-08 11:33:01,2026-05-19 11:33:01,815.79,65.26,0.00,0.00,881.05,Paid,ACH,Net 30,USD,2026,05,GL-REV-996081,ADDR-996081,FALSE
INV-0996082-DC1D,ORD-0996082-5F5B,CUST-304761-6B79,INV-2026-996082,2025-08-16 03:00:09,2025-09-15 03:00:09,,972.41,77.79,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,08,GL-REV-996082,ADDR-996082,FALSE
INV-0996083-F696,ORD-0996083-CDAD,CUST-270469-9245,INV-2026-996083,2026-05-02 15:07:16,2026-06-01 15:07:16,2026-05-12 15:07:16,633.61,50.69,0.00,0.00,684.3,Paid,ACH,Net 30,USD,2026,05,GL-REV-996083,ADDR-996083,FALSE
INV-0996084-46A5,ORD-0996084-FFFE,CUST-433325-A2F0,INV-2026-996084,2025-01-15 10:10:55,2025-02-14 10:10:55,,234.27,18.74,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,01,GL-REV-996084,ADDR-996084,FALSE
INV-0996085-5634,ORD-0996085-6A9B,CUST-066992-0CE9,INV-2026-996085,2025-06-19 08:03:38,2025-07-19 08:03:38,,154.74,12.38,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,06,GL-REV-996085,ADDR-996085,FALSE
